"","first_name","last_name","player_id","pitch_hand","team","pitch_type","pitch_name","pitches","pitch_usage","pitch_speed","spin_rate","pitcher_break_x","pitcher_break_z","rv100","run_value","PA","AVG","SLG","wOBA","whiff_percent","k_percent","put_away","xBA","xSLG","xwOBA","hard_hit_percent"
"1666","Hunter","Harvey",640451,"R","WSH","FS","Splitter",99,15,89.4,1002,10.9,30.8,-1,-1,29,0.241,0.345,0.253,30.6,41.4,26.1,0.195,0.225,0.184,29.4
"1667","José","Marte",665896,"R","LAA","FC","Cutter",128,48.3,89.4,2459,2.7,28.4,3,4,29,0.125,0.208,0.238,26.4,31,19.6,0.227,0.322,0.318,46.7
"1668","Ryan","Weber",543901,"R","NYY","SI","Sinker",71,55.9,89,2064,17.8,35.7,2.2,2,29,0.214,0.357,0.26,2.7,10.3,14.3,0.295,0.459,0.338,48
"1669","Trent","Thornton",663423,"R","TOR","CU","Curveball",101,15.2,79.7,3028,8.4,59.4,-0.3,0,29,0.259,0.296,0.278,21.6,20.7,17.6,0.276,0.347,0.3,33.3
"1670","Walker","Buehler",621111,"R","LAD","CH","Changeup",82,7.8,90.5,1550,13.7,28.3,3.3,3,29,0.138,0.241,0.166,31.3,34.5,22.2,0.184,0.288,0.205,42.1
"1671","Matt","Peacock",676840,"R","KC","SI","Sinker",87,58.4,92.9,1941,18,27.6,-1.5,-1,29,0.28,0.4,0.352,18.6,10.3,17.6,0.258,0.363,0.326,40.9
"1672","Gabe","Speier",642100,"L","KC","SI","Sinker",93,31.2,93.7,1941,16.7,24.6,0.9,1,29,0.222,0.333,0.25,15.6,20.7,25,0.175,0.272,0.229,28.6
"1673","Nick","Wittgren",621295,"R","STL","CH","Changeup",111,23.1,84,1727,12.5,36.9,-1.6,-2,29,0.296,0.444,0.353,19.6,6.9,7.4,0.247,0.386,0.278,34.6
"1674","Tim","Mayza",641835,"L","TOR","SL","Slider",127,17.4,88.6,2200,0.5,30.6,-3.4,-4,29,0.259,0.704,0.391,36.2,34.5,16.4,0.263,0.574,0.362,61.1
"1675","Nestor","Cortes",641482,"L","NYY","CH","Changeup",108,4.4,82.9,1329,12.7,33.9,0.1,0,29,0.241,0.414,0.279,20,17.2,9.4,0.196,0.314,0.221,29.2
"1676","Dylan","Coleman",669395,"R","KC","SL","Slider",119,9.9,86,2537,8.8,35.1,0.9,1,29,0,0,0.214,50,48.3,26.9,0.086,0.11,0.19,40
"1677","Seth","Martinez",661527,"R","HOU","SI","Sinker",114,19.3,90.9,2141,14.9,30.1,3.8,4,29,0.2,0.2,0.278,8.8,10.3,14.3,0.201,0.227,0.245,21.7
"1678","Xzavion","Curry",675540,"R","CLE","FF","4-Seamer",97,58.8,92.1,2227,3.4,12.1,-3.4,-3,29,0.409,0.636,0.541,20,6.9,12.5,0.324,0.46,0.426,35
"1679","Jake","Cousins",664776,"R","MIL","SL","Slider",150,56.2,82.9,2624,13.3,38.4,1.6,2,29,0.222,0.37,0.283,48.4,51.7,30.6,0.165,0.252,0.217,16.7
"1680","Bryce","Elder",693821,"R","ATL","CH","Changeup",105,12,86,2110,11.7,32.8,0.7,1,29,0.286,0.464,0.334,26.8,17.2,16.1,0.308,0.438,0.333,47.8
"1681","Tyler","Duffey",608648,"R","MIN","SI","Sinker",106,14.3,92.4,2402,14.2,24.5,-0.3,0,29,0.207,0.345,0.245,16.4,6.9,10,0.314,0.391,0.307,40.7
"1682","Elvin","Rodriguez",660730,"R","DET","SL","Slider",131,24.5,82.6,2429,3,40.5,-0.6,-1,29,0.25,0.464,0.327,29.6,27.6,26.7,0.257,0.334,0.272,40
"1683","Brooks","Raley",548384,"L","TB","FC","Cutter",162,19.1,88,2551,3.5,27.9,1.5,2,29,0.269,0.308,0.278,21.6,24.1,24.1,0.274,0.342,0.297,35
"1684","Hunter","Brown",686613,"R","HOU","CU","Curveball",97,31.4,83.3,2467,5.7,57.3,2.5,2,28,0.148,0.296,0.204,30.4,32.1,23.7,0.186,0.364,0.247,44.4
"1685","Ryne","Stanek",592773,"R","HOU","SL","Slider",166,18.5,87.1,2513,2.3,38,-1.3,-2,28,0.28,0.32,0.313,32.6,32.1,23.1,0.214,0.241,0.255,31.3
"1686","Josiah","Gray",680686,"R","WSH","SI","Sinker",103,4,94.8,2281,15.5,16.7,-2.2,-2,28,0.364,0.591,0.446,11.6,7.1,8.3,0.293,0.488,0.397,57.1
"1687","Sam","Selman",572125,"L","OAK","FF","4-Seamer",142,48.1,89.3,2173,2.7,20.6,-2,-3,28,0.261,0.348,0.343,19.6,14.3,12.9,0.244,0.328,0.33,36.8
"1688","JT","Brubaker",664141,"R","PIT","FF","4-Seamer",141,5.9,92.7,2156,9.3,16.2,-5,-7,28,0.417,0.75,0.555,14.6,14.3,13.3,0.336,0.527,0.42,40
"1689","Joe","Kelly",523260,"R","CWS","SL","Slider",111,15.8,88.8,2908,13.3,38.5,-1.3,-1,28,0.25,0.375,0.363,47.4,35.7,27,0.179,0.235,0.255,14.3
"1690","Michael","Grove",675627,"R","LAD","SL","Slider",95,20.1,85,2274,4.9,34.4,-2.9,-3,28,0.286,0.607,0.375,35.4,25,19.4,0.187,0.365,0.235,42.9
"1691","Caleb","Kilian",668873,"R","CHC","SI","Sinker",103,43.8,93.6,2015,13.1,22.1,-4.2,-4,28,0.381,0.524,0.487,16.7,3.6,5.9,0.293,0.371,0.395,50
"1692","Brett","Martin",656685,"L","TEX","FF","4-Seamer",77,10.3,93.5,2149,5.4,17.2,3.8,3,28,0.25,0.357,0.263,9.3,17.9,29.4,0.246,0.331,0.249,52.2
"1693","Cody","Stashak",664054,"R","MIN","FF","4-Seamer",111,48.9,90.6,2194,4.6,12.6,-4,-4,28,0.37,0.593,0.398,16.7,14.3,26.7,0.319,0.508,0.346,62.5
"1694","Ryan","Feltner",663372,"R","COL","CH","Changeup",104,6.2,83.8,1595,5.3,33,1,1,28,0.143,0.321,0.193,35.2,28.6,17.8,0.224,0.43,0.277,30
"1695","Eduard","Bazardo",660825,"R","BOS","SL","Slider",105,44.5,82.1,2577,14.5,41.1,0.8,1,28,0.154,0.269,0.218,38.5,28.6,22.2,0.182,0.24,0.221,16.7
"1696","Tyler","Danish",641501,"R","BOS","CH","Changeup",98,14.8,84.4,1424,14.6,39.5,1.7,2,28,0.25,0.321,0.25,14.5,10.7,10.3,0.324,0.59,0.393,44
"1697","Kyle","Gibson",502043,"R","PHI","ST","Sweeper",90,3.3,82.9,2458,7.8,37.2,0.6,1,28,0.214,0.357,0.245,52.8,60.7,40.5,0.2,0.408,0.263,36.4
"1698","Touki","Toussaint",657053,"R","LAA","CU","Curveball",142,32.9,75.6,2410,13.4,59.9,-0.4,-1,28,0.115,0.154,0.159,41.5,42.9,25.5,0.153,0.18,0.186,7.1
"1699","Anthony","Bass",542914,"R","TOR","FF","4-Seamer",98,9.9,95,2022,6.4,13.5,-0.1,0,28,0.25,0.417,0.377,8.9,7.1,6.9,0.291,0.482,0.384,54.5
"1700","Chris","Devenski",606965,"R","PHI","CH","Changeup",97,40.2,83.1,1546,14.2,34.5,1,1,28,0.259,0.37,0.263,37,25,19.4,0.197,0.264,0.193,28.6
"1701","Lou","Trivino",642152,"R","NYY","CH","Changeup",102,10.7,87.4,1690,16.1,35.4,-0.6,-1,28,0.192,0.308,0.28,32.6,28.6,21.1,0.258,0.372,0.305,50
"1702","Kirby","Snead",669912,"L","OAK","FF","4-Seamer",107,13.7,93.5,2497,14.3,18.5,1.6,2,28,0.143,0.19,0.243,30.4,39.3,23.9,0.15,0.218,0.253,50
"1703","Mark","Leiter Jr.",643410,"R","CHC","CU","Curveball",181,16.7,73.2,2264,7.6,68.6,-1.2,-2,28,0.296,0.407,0.386,23.2,0,0,0.261,0.338,0.273,25.9
"1704","Jonathan","Loáisiga",642528,"R","NYY","CU","Curveball",154,20.2,86.9,2624,9.3,32.8,-2.3,-4,28,0.185,0.296,0.257,41.4,32.1,18.8,0.241,0.313,0.257,27.8
"1705","Ron","Marinaccio",676760,"R","NYY","ST","Sweeper",135,17.8,80.4,2354,14.4,36.8,-1.6,-2,28,0.24,0.4,0.318,29.4,28.6,19,0.18,0.215,0.231,5.9
"1706","Aaron","Sanchez",592717,"R","MIN","CH","Changeup",108,10.7,87.8,1708,15.7,29.3,0.8,1,28,0.25,0.286,0.27,14.8,10.7,12,0.258,0.319,0.249,52
"1707","Humberto","Castellanos",528748,"R","AZ","CH","Changeup",78,10.4,84,1410,15.2,35.8,2.5,2,28,0.231,0.269,0.288,10.9,10.7,11.1,0.265,0.362,0.305,30.4
"1708","Aaron","Civale",650644,"R","CLE","FF","4-Seamer",140,8.8,90.7,2353,2.2,16,-0.2,0,28,0.333,0.481,0.366,10.6,17.9,11.9,0.291,0.609,0.391,63.6
"1709","JT","Brubaker",664141,"R","PIT","CH","Changeup",121,5.1,87.2,1880,15.2,29.6,-3.9,-5,28,0.32,0.48,0.389,21.7,7.1,9.5,0.34,0.55,0.415,50
"1710","Jackson","Tetreault",676194,"R","WSH","FC","Cutter",116,31.8,86.6,1994,2.8,31.2,-1.2,-1,28,0.25,0.643,0.398,23.6,14.3,10.5,0.3,0.643,0.401,45.8
"1711","Matt","Gage",657424,"L","TOR","FF","4-Seamer",96,51.3,92.8,2135,0.5,15.5,3.2,3,28,0.13,0.174,0.224,20.8,21.4,25,0.162,0.247,0.23,36.8
"1712","Yimi","García",554340,"R","TOR","CU","Curveball",175,16.8,82.5,2694,11.4,42.7,-4.9,-9,28,0.444,0.778,0.591,21.6,17.9,11.6,0.289,0.452,0.335,45.5
"1713","Erich","Uelmen",657272,"R","CHC","SL","Slider",132,28.5,83,2433,12.3,33.2,-1.5,-2,28,0.13,0.391,0.3,50,35.7,25,0.124,0.327,0.281,23.1
"1714","Max","Castillo",666721,"R","KC","SL","Slider",131,18.8,83.4,2377,3.2,36,-1.5,-2,28,0.25,0.458,0.332,28.3,17.9,12.5,0.269,0.469,0.37,50
"1715","Aaron","Fletcher",667465,"L","PIT","SI","Sinker",85,49.1,90.8,2282,18.2,29.2,-3.7,-3,28,0.261,0.522,0.411,21.1,10.7,21.4,0.296,0.564,0.431,60
"1716","Jeurys","Familia",544727,"R","BOS","SL","Slider",121,14.8,88.6,2183,0.5,28.2,-3,-4,28,0.25,0.429,0.289,28.3,28.6,22.2,0.238,0.327,0.247,25
"1717","Jackson","Stephens",623451,"R","ATL","CH","Changeup",91,9.6,85.9,1505,8.2,35.2,-2.5,-2,28,0.32,0.44,0.37,18.4,14.3,14.3,0.347,0.465,0.39,42.9
"1718","Dustin","May",669160,"R","LAD","CU","Curveball",100,21.1,85.5,3267,17.2,41.7,0.2,0,28,0.12,0.12,0.171,47.6,42.9,23.5,0.175,0.224,0.232,7.7
"1719","Jake","Odorizzi",543606,"R","ATL","SL","Slider",129,7.2,82.6,2067,6.5,36.7,-1.9,-2,28,0.25,0.393,0.277,20,14.3,7.8,0.288,0.405,0.302,20.8
"1720","Chi Chi","González",592346,"R","NYY","SL","Slider",104,27.7,84.4,2553,8.8,33.8,-0.3,0,27,0.16,0.32,0.239,18.8,18.5,12.5,0.195,0.407,0.288,30
"1721","Greg","Weissert",669711,"R","NYY","ST","Sweeper",68,36.6,81.8,2859,19.4,36.9,1.6,1,27,0.13,0.304,0.267,21.6,22.2,30,0.185,0.375,0.308,29.4
"1722","Carlos","Rodón",607074,"L","SF","CU","Curveball",171,5.7,79.8,2454,6.4,55.5,0.5,1,27,0.038,0.038,0.093,20.8,33.3,17,0.174,0.23,0.194,35.3
"1723","Yusei","Kikuchi",579328,"L","TOR","FC","Cutter",99,5.4,91.1,2255,0.3,21.9,-4.6,-5,27,0.286,0.714,0.546,29.8,11.1,15.8,0.327,0.654,0.549,66.7
"1724","Junior","Fernández",658551,"R","PIT","SL","Slider",117,35.1,88.9,2120,0.5,27.3,-2.4,-3,27,0.304,0.478,0.391,44,25.9,18.4,0.251,0.358,0.33,37.5
"1725","José","Cisnero",542585,"R","DET","SI","Sinker",139,32.3,95.1,2252,16.2,20.6,0,0,27,0.25,0.25,0.348,22.2,3.7,5.6,0.255,0.327,0.37,31.6
"1726","Joey","Wentz",666214,"L","DET","FC","Cutter",122,22,83.4,2295,1.7,34.7,1.9,2,27,0.154,0.423,0.228,38.9,33.3,39.1,0.172,0.254,0.176,33.3
"1727","Anthony","Bender",669622,"R","MIA","SL","Slider",91,33.2,84.9,2489,7.9,40.6,0.8,1,27,0.208,0.458,0.3,40.5,37,27,0.298,0.696,0.443,53.3
"1728","Cristopher","Sánchez",650911,"L","PHI","SL","Slider",125,18.9,84.8,1912,1.8,38.1,-3.1,-4,27,0.32,0.44,0.357,22.6,11.1,8.6,0.207,0.255,0.238,36.4
"1729","Ashton","Goudeau",623485,"R","COL","CU","Curveball",105,28,77.5,2301,8.1,56.1,-5.1,-5,27,0.333,0.667,0.4,33.3,33.3,23.7,0.261,0.446,0.344,52.9
"1730","Justin","Topa",623437,"R","MIL","SI","Sinker",86,68.8,95.5,2160,17.5,29.9,0.4,0,27,0.28,0.28,0.352,8.1,11.1,18.8,0.251,0.364,0.3,40.9
"1731","Yoan","López",661255,"R","NYM","FF","4-Seamer",89,45.6,95.9,2156,5,15.3,-5.4,-5,27,0.435,0.87,0.57,16.3,3.7,5.9,0.298,0.562,0.414,68.2
"1732","Zack","Kelly",677161,"R","BOS","FF","4-Seamer",104,46.8,94.6,2145,11.2,15,1.7,2,27,0.167,0.208,0.24,11.6,14.8,17.4,0.168,0.19,0.194,23.8
"1733","Jared","Koenig",657649,"L","OAK","FC","Cutter",100,15.3,82.9,2124,4.2,35.5,-2.1,-2,27,0.333,0.381,0.402,23.3,7.4,9.5,0.241,0.289,0.336,26.3
"1734","Ian","Gibaut",664139,"R","CIN","ST","Sweeper",108,15.6,83.8,2487,15.1,38,1.5,2,27,0.185,0.333,0.219,34.6,37,27,0.158,0.195,0.154,11.8
"1735","Kyle","Finnegan",640448,"R","WSH","SL","Slider",129,12.3,89,2134,2.8,26.7,-1.6,-2,27,0.28,0.6,0.426,41,22.2,15.4,0.321,0.572,0.405,31.6
"1736","Connor","Seabold",657756,"R","BOS","SL","Slider",82,22.2,85.6,2388,2.1,32,-2.7,-2,27,0.292,0.625,0.419,21.9,18.5,27.8,0.199,0.353,0.289,10.5
"1737","Justin","Dunn",643290,"R","CIN","CU","Curveball",116,21.5,79.8,2365,14.7,43.3,0.8,1,27,0.304,0.652,0.408,25,14.8,21.1,0.339,0.581,0.408,42.9
"1738","Michael","Grove",675627,"R","LAD","CU","Curveball",136,28.8,79.1,2559,8,56.8,-0.3,0,27,0.208,0.458,0.35,46.9,37,23.3,0.185,0.327,0.299,42.9
"1739","Andrew","Nardi",677053,"L","MIA","SL","Slider",118,31.6,83.9,2321,12.3,34.1,-5.1,-6,27,0.32,0.56,0.398,37.7,33.3,17.6,0.282,0.543,0.379,25
"1740","Jonathan","Hernández",642546,"R","TEX","CH","Changeup",105,20.5,90.1,2181,19.4,28.1,-1.4,-1,27,0.269,0.385,0.367,45.3,25.9,22.6,0.248,0.397,0.294,36.8
"1741","Josh","Winder",680739,"R","MIN","CU","Curveball",135,12.1,81,2156,1.8,51.3,2.6,4,27,0.08,0.08,0.093,10.9,22.2,14.6,0.194,0.251,0.232,25
"1742","Fernando","Cruz",518585,"R","CIN","FS","Splitter",76,29.2,81.7,845,3,37,0.7,1,27,0.042,0.083,0.157,61.9,63,36.2,0.084,0.096,0.149,14.3
"1743","Nick","Wittgren",621295,"R","STL","FC","Cutter",103,21.4,88.1,2241,1.2,26.4,2.5,3,27,0.269,0.346,0.269,13.5,11.1,20,0.315,0.39,0.306,29.2
"1744","Zach","Pop",647315,"R","TOR","SL","Slider",123,22.9,85,2406,7.9,38.6,-0.4,-1,27,0.222,0.296,0.226,20.8,25.9,14.6,0.277,0.392,0.291,45
"1745","Jimmy","Yacabonis",642231,"R","TB","ST","Sweeper",109,37.3,81.6,2788,17.4,44.9,-6.6,-7,27,0.348,0.739,0.491,25.6,22.2,15.8,0.289,0.618,0.431,35.3
"1746","Dustin","May",669160,"R","LAD","FF","4-Seamer",110,23.2,98.1,2356,10.2,13.4,-0.3,0,27,0.238,0.238,0.322,31,25.9,18.4,0.229,0.302,0.334,57.1
"1747","Manuel","Rodríguez",655889,"R","CHC","SI","Sinker",99,48.8,95.9,2120,13.3,20,0,0,27,0.24,0.4,0.317,16,3.7,9.1,0.349,0.517,0.401,33.3
"1748","Drew","Rasmussen",656876,"R","TB","SI","Sinker",88,3.9,94.9,2402,11.9,14.2,4.3,4,27,0.154,0.308,0.213,11.1,3.7,9.1,0.208,0.356,0.259,24
"1749","Dakota","Hudson",641712,"R","STL","CH","Changeup",92,4.1,86.5,1457,12.5,28.8,-0.9,-1,26,0.25,0.542,0.358,12.8,3.8,14.3,0.297,0.522,0.38,30.4
"1750","A.J.","Alexy",669935,"R","TEX","FF","4-Seamer",85,55.9,94.2,2139,6.8,12.8,-5.5,-5,26,0.474,0.684,0.556,6.7,11.5,15.8,0.395,0.637,0.511,56.3
"1751","Jesus","Cruz",672911,"R","ATL","FF","4-Seamer",95,58.3,94.9,2167,6,12.9,-3.2,-3,26,0.286,0.619,0.475,22,15.4,11.4,0.237,0.522,0.394,47.1
"1752","Ian","Kennedy",453178,"R","AZ","FS","Splitter",84,9.7,85.5,1136,7.8,29.5,-5.5,-5,26,0.417,0.5,0.462,38.1,26.9,15.9,0.344,0.437,0.37,29.4
"1753","Casey","Lawrence",596271,"R","TOR","CH","Changeup",85,28.6,83.2,1776,17.7,35.7,-0.4,0,26,0.261,0.261,0.3,14.6,7.7,4.7,0.243,0.367,0.318,23.8
"1754","Chris","Devenski",606965,"R","PHI","FF","4-Seamer",105,43.6,94.3,2179,9,14.7,-1.6,-2,26,0.435,0.826,0.523,15.1,7.7,11.1,0.386,0.754,0.528,77.3
"1755","Duane","Underwood Jr.",621249,"R","PIT","FF","4-Seamer",117,11.7,95.9,2255,7.2,14.9,0.6,1,26,0.25,0.333,0.288,20.3,30.8,17.4,0.215,0.326,0.268,50
"1756","Ross","Detwiler",446321,"L","CIN","FF","4-Seamer",120,25.5,92.4,2243,8.8,15,0.1,0,26,0.261,0.522,0.373,35.6,34.6,20,0.192,0.396,0.304,50
"1757","Chase","Silseth",681217,"R","LAA","SL","Slider",112,22.4,83.5,2575,7.1,45.7,-1.2,-1,26,0.28,0.4,0.337,33.3,26.9,24.1,0.302,0.419,0.356,50
"1758","Hayden","Wesneski",669713,"R","CHC","FF","4-Seamer",127,25.7,93.1,2148,6.4,18.6,1.8,2,26,0.12,0.2,0.158,24.2,26.9,14,0.102,0.141,0.128,27.8
"1759","Lucas","Luetge",476595,"L","NYY","CU","Curveball",138,14.2,73.5,2428,10.3,66.4,0.9,1,26,0.04,0.04,0.062,53.3,73.1,22.1,0.058,0.066,0.078,16.7
"1760","Wyatt","Mills",670090,"R","KC","SI","Sinker",119,23.7,91.2,1845,14.9,32,-1.6,-2,26,0.364,0.455,0.372,19.4,3.8,5,0.372,0.472,0.375,34.8
"1761","Logan","Webb",657277,"R","SF","FF","4-Seamer",97,3.2,92.4,2069,9.3,22.4,0,0,26,0.167,0.208,0.24,26,26.9,11.1,0.232,0.339,0.285,41.2
"1762","Archie","Bradley",605151,"R","LAA","SI","Sinker",84,27.5,93.2,2078,15.4,19,1.4,1,26,0.28,0.32,0.33,9.3,7.7,15.4,0.255,0.339,0.279,21.7
"1763","Vince","Velasquez",592826,"R","CWS","CH","Changeup",114,8.9,88.2,1552,12.2,28.3,-3.5,-4,26,0.333,0.625,0.48,30,23.1,18.8,0.292,0.428,0.344,38.9
"1764","Josh","Sborz",622250,"R","TEX","SL","Slider",103,24.6,87.7,2089,0,35,-0.1,0,26,0.208,0.25,0.24,42.1,42.3,25.6,0.2,0.241,0.233,38.5
"1765","Tarik","Skubal",669373,"L","DET","CU","Curveball",123,6.4,76.9,2230,6.4,55.3,-3,-4,26,0.32,0.56,0.387,30.9,26.9,12.7,0.243,0.383,0.286,38.9
"1766","Jake","Woodford",663765,"R","STL","FF","4-Seamer",149,21.4,92.4,2203,5.5,18.4,0.7,1,26,0.208,0.208,0.227,16.9,15.4,7.5,0.296,0.364,0.322,30
"1767","Mike","Baumann",657508,"R","BAL","CU","Curveball",108,18.6,84,2215,4.5,52.9,-4,-4,26,0.333,0.5,0.385,12.8,19.2,10.4,0.26,0.364,0.306,57.9
"1768","Drew","VerHagen",572403,"R","STL","ST","Sweeper",92,22,81.4,2312,16.4,44.4,3.8,4,25,0.048,0.095,0.134,43.2,36,32.1,0.088,0.141,0.174,15.4
"1769","Bryan","Garcia",650530,"R","DET","CH","Changeup",86,27.1,85.5,1923,16.9,30.6,1.3,1,25,0.13,0.261,0.208,22.9,4,4.2,0.284,0.544,0.381,27.3
"1770","Kyle","Bradish",680694,"R","BAL","SI","Sinker",87,4.4,95.3,2156,11.8,15.3,-2.3,-2,25,0.286,0.286,0.342,10.8,16,14.3,0.25,0.292,0.318,23.5
"1771","Chi Chi","González",592346,"R","NYY","SI","Sinker",75,19.9,92.1,2173,11.9,24.5,-5.5,-4,25,0.5,0.792,0.56,13.5,12,30,0.371,0.538,0.407,52.4
"1772","Joan","Adon",672851,"R","WSH","CH","Changeup",82,6.8,87.4,1886,16.1,28.5,-1.1,-1,25,0.25,0.292,0.258,29.4,28,28,0.25,0.309,0.261,35.3
"1773","Anthony","Castro",621593,"R","CLE","FF","4-Seamer",103,39.6,94.8,2414,3.5,18.1,-5.2,-5,25,0.5,0.85,0.638,18.4,8,11.1,0.425,0.764,0.546,61.1
"1774","Shohei","Ohtani",660271,"R","LAA","SL","Slider",63,2.4,85.2,2498,7,43.5,2,1,25,0.167,0.167,0.172,38.5,52,27.7,0.153,0.187,0.171,9.1
"1775","Peter","Strzelecki",657265,"R","MIL","CH","Changeup",82,13.6,83.3,1746,16.4,40.5,3.3,3,25,0.167,0.25,0.2,35.7,28,17.9,0.188,0.263,0.217,17.6
"1776","Angel","Zerpa",672582,"L","KC","FF","4-Seamer",79,49.7,94.1,2111,8.5,16.3,1.1,1,25,0.261,0.391,0.316,2.9,4,6.3,0.348,0.528,0.404,63.6
"1777","Dusten","Knight",643400,"R","TB","FC","Cutter",61,31.8,85.7,2253,5.7,29.3,-0.7,0,25,0.318,0.591,0.413,22.5,12,23.1,0.273,0.529,0.369,40
"1778","Cole","Sands",663485,"R","MIN","FS","Splitter",103,17.1,84.8,1285,12.4,39.1,-2.8,-3,25,0.25,0.292,0.33,23.4,16,14.8,0.205,0.248,0.222,20
"1779","Miguel","Yajure",664337,"R","PIT","CH","Changeup",91,19.3,89.2,1523,13.6,30.6,-1.2,-1,25,0.238,0.381,0.334,17.3,4,3.7,0.332,0.42,0.387,65
"1780","Penn","Murfee",682171,"R","SEA","SI","Sinker",70,7,88.8,2055,10.6,33.7,-0.6,0,25,0.375,0.417,0.366,2.6,0,0,0.332,0.413,0.343,41.7
"1781","Luis","Frías",666818,"R","AZ","SL","Slider",116,32.6,85.4,2029,1.5,42.1,-2.1,-2,25,0.318,0.5,0.394,35.7,28,20.6,0.171,0.221,0.234,46.7
"1782","Tommy","Nance",667297,"R","MIA","FF","4-Seamer",100,13.3,93.8,2341,9.1,15.4,0.9,1,25,0.238,0.476,0.364,28.9,32,32,0.196,0.429,0.335,53.8
"1783","Ralph","Garza Jr.",621248,"R","TB","CH","Changeup",97,18.9,83.1,1705,16.4,33.4,-0.9,-1,25,0.333,0.458,0.358,34,20,20.8,0.364,0.465,0.375,36.8
"1784","Chase","Anderson",502624,"R","CIN","FF","4-Seamer",131,26.6,92,2163,6.8,14.6,-0.8,-1,25,0.2,0.2,0.284,24.1,28,14.6,0.16,0.19,0.264,46.2
"1785","Carlos","Estévez",608032,"R","COL","SL","Slider",151,14.8,87.3,2281,5.1,35.1,-0.1,0,25,0.167,0.333,0.2,21.8,40,16.9,0.116,0.165,0.138,20
"1786","Justin","Grimm",518748,"R","OAK","SL","Slider",105,37.9,81.7,2367,16.5,44.9,1.7,2,25,0.19,0.238,0.278,26,8,11.8,0.263,0.322,0.327,20
"1787","Anthony","Gose",543238,"L","CLE","SL","Slider",136,35,86.1,2288,3.7,38.9,3,4,25,0,0,0.028,66.7,76,35.8,0.036,0.083,0.077,20
"1788","Daniel","Castano",641447,"L","MIA","CH","Changeup",74,12.8,84,1766,12.6,29.8,-1.4,-1,25,0.292,0.417,0.28,15.4,12,11.5,0.268,0.32,0.259,22.7
"1789","Jake","Brentz",641394,"L","KC","FF","4-Seamer",92,57.5,95.8,2236,9,14.2,-7.6,-7,25,0.353,0.588,0.527,24.2,24,22.2,0.287,0.478,0.436,33.3
"1790","Wandy","Peralta",593974,"L","NYY","SL","Slider",128,15.7,87.6,2241,1.9,31.3,-0.1,0,25,0.167,0.333,0.24,47.6,36,21.4,0.149,0.28,0.206,20
"1791","Josh","Staumont",622251,"R","KC","SI","Sinker",101,13.8,97.1,2192,9,12.2,-1.5,-1,25,0.316,0.579,0.428,28.2,24,23.1,0.297,0.657,0.45,42.9
"1792","Tyler","Cyr",664202,"R","OAK","CH","Changeup",75,33.5,86.4,1227,8.3,33.2,2.1,2,24,0.217,0.391,0.277,32.6,29.2,26.9,0.243,0.361,0.278,56.3
"1793","Reed","Garrett",657585,"R","WSH","FF","4-Seamer",97,49.5,96,2280,7.5,13.6,-0.8,-1,24,0.286,0.286,0.313,18.8,8.3,7.1,0.279,0.409,0.348,47.4
"1794","Connor","Seabold",657756,"R","BOS","CH","Changeup",76,20.5,80.4,2009,15.6,40.6,-9.2,-7,24,0.429,0.905,0.573,41,29.2,21.9,0.216,0.369,0.306,35.7
"1795","Jeurys","Familia",544727,"R","BOS","FS","Splitter",118,14.4,92.5,1806,16.3,28,-2.2,-3,24,0.273,0.409,0.367,23.1,8.3,6.9,0.244,0.376,0.305,30
"1796","Erick","Fedde",607200,"R","WSH","CH","Changeup",87,3.6,86,1516,14.6,34.7,-7.4,-6,24,0.364,0.545,0.419,6.3,0,0,0.435,0.711,0.51,68.2
"1797","Chi Chi","González",592346,"R","NYY","FF","4-Seamer",116,30.9,92.6,2283,4.1,20.1,0.2,0,24,0.273,0.455,0.344,10.2,12.5,9.1,0.318,0.526,0.392,36.8
"1798","Edwin","Uceta",670955,"R","AZ","CH","Changeup",79,27.1,88.3,2118,16.5,31.8,0.5,0,24,0.25,0.375,0.306,22.6,8.3,9.1,0.158,0.295,0.193,22.7
"1799","Jake","McGee",459429,"L","WSH","SL","Slider",108,17.2,85.2,1842,1.1,31.6,-2.1,-2,24,0.208,0.5,0.294,26.2,33.3,14.3,0.179,0.347,0.223,43.8
"1800","José","Marte",665896,"R","LAA","FF","4-Seamer",108,40.8,96.6,2357,7.3,13.9,-4.7,-5,24,0.273,0.818,0.583,25.7,16.7,13.8,0.297,0.734,0.579,85.7
"1801","Adonis","Medina",658431,"R","NYM","CH","Changeup",69,16.7,87.1,1756,15.9,35.8,-4.9,-3,24,0.333,0.429,0.417,17.9,8.3,7.7,0.353,0.556,0.433,47.4
"1802","Dylan","Cease",656302,"R","CWS","CH","Changeup",76,2.4,77.9,1720,8.3,29.9,-5.6,-4,24,0.364,0.591,0.431,34.5,29.2,25,0.268,0.343,0.299,40
"1803","Tony","Gonsolin",664062,"R","LAD","CU","Curveball",239,11.9,80.7,2570,3.3,54,1.8,4,24,0.13,0.217,0.171,25.8,20.8,17.9,0.212,0.304,0.244,44.4
"1804","Yohan","Ramirez",670990,"R","PIT","FF","4-Seamer",75,12.1,93.9,2235,9.2,19,-2.9,-2,24,0.25,0.688,0.49,38.2,16.7,21.1,0.288,0.637,0.495,58.3
